Jackson Pollock	advertiser,coach,con_man,visitor,actress,manager,accompanist	builder,applicant,travel_agent,client,mother,professional,model
James Bond	liar,bully,pope,reporter,slave_owner,chef,lawyer	ghost,goddess,winner,tour_guide,oracle,deity,guide
Auric Goldfinger	expert,reporter,butcher,employer,lender,player,criminal	king,target,landlord,underwriter,conqueror,model,role_model
Ernst Stavro Blofeld	attorney,coach,supervisor,blogger,luminary,retailer,medium	blackmailer,designer,author,investigator,litigator,attacker,speechwriter
Dr. Julius No	gang_lord,failure,boyfriend,ghost,lord	
Sir Hugo Drax	fashion_designer,con_man,visitor,queen,freedom_fighter,demonstrator,aristocrat	politician,patron,beauty,player,wife,bride,model
Le Chiffre	liberal,researcher,blogger,player,critic,victim,girl	soldier,swindler,priest,journalist,professional,model,minister
James Dean	giant,liar,winner,priest,lady,supporter,opponent	warlord,pastor,chief,pupil,capitalist,evaluator,scoundrel
James Franco	fashion_designer,Catholic,liar,con_man,visitor,queen,mom	terrorist,slave,emissary,companion,travel_agent,prisoner,assassin
James Joyce	ambassador,coach,researcher,sage,believer,speaker,mentor	publisher,spokesperson,prophet,priest,chronicler,judge,anthropologist
James T. Kirk	candidate,doctor,theologian,visitor,soldier,freedom_fighter,lady	fashion_model,controller,client,minister,farmer,professional,senior
Jamie Oliver	reporter,advocate,lobbyist,babysitter,bitch,activist,navigator	diner,waiter,butcher,guard,iconoclast,representative,model
Jane Austen	fashion_designer,advertiser,coach,con_man,visitor,actress,manager	driver,tour_guide,speaker,receptionist,sinner,scoundrel,satirist
Janis Joplin	Catholic,infant,chess_player,queen,traitor,tyrant,caregiver	builder,applicant,travel_agent,client,mother,professional,model
Jar Jar Binks	insider,journalist,friend,passenger	
Jason Bourne	spy,criminal,terrorist,saint,loyalist,troublemaker	
Jay Leno	customer,knight,villain,believer,manager,mentor,composer	star,wife,atheist,guitarist,tour_guide,fighter,satirist
Jay-Z Carter	diviner,pawn,pope,knight,challenger,hooker,navigator	infidel,outsider,bouncer,proposer,abolitionist,renter,substitute
JD Salinger		
Beyoncé		
Jeff Koons	impersonator,star,decision_maker,house_guest,demon,believer,lover	target,baby,traveler,senior,golfer,model,tourist
Jenna Jameson	queen,photographer,writer,father,housewife,tyrant,supporter	builder,constable,travel_agent,pupil,capitalist,shaman,warlord
Jeremy Clarkson	gatekeeper,devotee,vassal,slave_owner,wizard,baby,golfer	exporter,star,wife,pupil,fighter,spouse,rescuer
Piers Morgan		
Jerry Lee Lewis	pope,pawn,gang_lord,oligarch,tyrant,despot,evil_genius	insurer,custodian,bailiff,general,appellant,functionary,chemist
Jerry Lewis	devotee,coach,liar,pope,father,manager,baby	diplomat,supervisor,cleric,general,pupil,spouse,defendant
Jerry Seinfeld	fashion_designer,advertiser,con_man,visitor,guitarist,actress,accompanist	passenger,atheist,medic,tour_guide,president,prostitute,satirist
Jerry Springer	liar,queen,damsel,commoner,suitor,interpreter,prince	commissioner,supervisor,bailiff,chief,master,representative,prosecutor
Jesse Jackson	gatekeeper,coach,liar,devotee,aristocrat,underwriter,golfer	passenger,competitor,pupil,peer,patient,star,minister
Jim Jones	gatekeeper,vet,coach,manager,voter,underwriter,golfer	ghost,fighter,wife,tour_guide,mercenary,minister,bride
Jim Morrison	advertiser,con_man,visitor,consul,sage,sponsor,judge	builder,constable,controller,shaman,senior,evaluator,hotelier
Jimi Hendrix	car_dealer,stylist,spokesperson,photographer,invalid,listener,rival	respondent,nominee,colonizer,captive,model,boyfriend,anthropologist
Jimmy Cagney	con_man,candidate,visitor,leader,manager,photographer,supporter	wife,applicant,client,capitalist,mother,professional,senior
Jimmy Carter	fashion_designer,boy,rival,car_dealer,drug_dealer,sacred_cow,mom	realtor,singer,driver,travel_agent,client,student,evaluator
Jimmy Stewart	Catholic,infant,con_man,visitor,queen,manager,groupie	fighter,explorer,author,colonizer,chief,chronicler,prostitute
Joan Rivers	fashion_designer,con_man,visitor,guitarist,actress,propagandist,supporter	author,tour_guide,travel_agent,client,mother,professional,model
Joaquin Phoenix	Catholic,infant,con_man,doctor,visitor,queen,manager	gang_lord,travel_agent,sacred_cow,witch,admirer,lord,girl
Joe Biden		
Joe Louis	coach,liar,con_man,doctor,necromancer,colonist,judge	performer,beauty,wife,beast,speaker,student,instructor
Johann Sebastian Bach	coach,chess_player,patron,blogger,guitarist,foreigner,lawyer	star,client,comedian,lover,entertainer,model,husband
John Belushi	knight,sponsor,villain,mentor,tyrant,rival,serial_killer	star,author,stakeholder,translator,player,student,failure
John Dillinger	spy,forger,liar,con_man,trafficker,thief,victim	drug_dealer,swindler,poacher,abuser,torturer,adulterer,sinner
J. Edgar Hoover	advertiser,target,enemy,consul,driver,source,criminal	killer,wizard,queen,representative,mother,assassin,serial_killer
John Grisham	ambassador,coach,spokesperson,advocate,sage,source,judge	client,pupil,capitalist,detainee,professional,senior,warlord
John Keats	impersonator,star,decision_maker,house_guest,demon,believer,lover	target,baby,traveler,senior,golfer,model,tourist
John Lennon	tyrant,groupie,wizard,nanny,savior,dove,adult	spokesperson,storyteller,minister,interpreter,novelist,caregiver,commentator
John Maynard Keynes	attorney,coconspirator,celebrity,reporter,driver,litigator,supporter	mom,actor,general,speaker,suitor,teacher,witness
John McCain	outsider,expert,reporter,handler,shareholder,bitch,navigator	diplomat,assassin,wife,actor,entrepreneur,adult,daddy
John McEnroe	theologian,consul,believer,chef,iconoclast,lord,surgeon	blackmailer,jockey,pollster,litigator,attacker,manipulator,speechwriter
John Travolta	patient,knight,employer,sponsor,composer,supporter,editor	client,pupil,capitalist,detainee,professional,senior,warlord
John Wayne	infant,house_guest,slave_owner,companion,sibling,sacred_cow,adult	author,bull,failure,editor,fashion_model,model,source
Johnny Cash	hit_man,woman,liar,pope,wizard,father,backer	ghost,wife,guitarist,actor,entrepreneur,pupil,peer
Jon Stewart	dad,theorist,coach,assistant,accompanist,artisan,citizen	builder,applicant,companion,shareholder,pupil,mourner,spouse
Jonathan Swift	ambassador,coach,researcher,publicist,authority,preacher,critic	publisher,spokesperson,prophet,priest,chronicler,judge,anthropologist
Joseph Goebbels	advertiser,coach,doctor,visitor,tour_guide,homeowner,supporter	politician,prophet,killer,demon,player,abuser,friend
Joseph Stalin	Catholic,liar,con_man,manager,freedom_fighter,traitor,tyrant	fighter,mercenary,travel_agent,poacher,capitalist,professional,warlord
Judas Iscariot	vicar,confessor,pontiff,con_man,consul,monk,nun	enemy,heretic,socialist,quisling,mercenary,critic,secularist
Judge Judy Sheindlin		
Julia Child	advertiser,coach,con_man,visitor,actress,manager,accompanist	courtesan,diner,waiter,butcher,guard,captor,model
Julia Roberts	bully,adolescent,heir,actress,school_kid,master,footballer	ghost,boy,goddess,target,convert,adult,oracle
Justin Bieber		
Justin Timberlake	voter,queen,wizard,freedom_fighter,suitor,aristocrat,mutineer	medium,author,mother,winner,saint,child,manufacturer
Kim Kardashian		
Kanye West	terrorist,liberal,knight,villain,tyrant,rival,serial_killer	colonizer,respondent,settler,translator,captive,missionary,anthropologist
Karen Carpenter	gatekeeper,plastic_surgeon,helper,pawn,rapper,guitarist,storyteller	manipulator,cheater,broadcaster,suitor,jockey,troublemaker,principal
Karl Lagerfeld	chef,groom,guru,beginner,homeowner	
Karl Marx	spokesman,seller,lender,swain,tormentor,gaoler,dominatrix	diner,author,tour_guide,travel_agent,client,puppet,professional
Karl Rove	gatekeeper,coach,devotee,aristocrat,manager,underwriter,golfer	bowler,politician,con_man,seller,swindler,scammer,friend
Kate Moss	Catholic,infant,wizard,babysitter,traitor,farmer,caregiver	ghost,patron,beauty,wife,bride,pupil,model
Keith Moon	novelist,screenwriter,friend	
Keith Richards	hit_man,con_man,father,writer,character,invalid,citizen	ghost,guitarist,foreigner,bouncer,peasant,comedian,vocalist
Kevin Smith	outsider,reporter,advocate,lobbyist,activist,babysitter,teenager	star,publicist,storyteller,actor,dancer,composer,ruler
Kim Philby	detective,coach,con_man,doctor,visitor,homeowner,underwriter	target,expert,author,translator,mystery_writer,model,role_model
King Lear	advertiser,miracle_worker,visitor,authority,intern,sponsor,girl	gang_member,groom,tour_guide,serf,columnist,pupil,guide
Kobe Bryant	debtor,woman,hero,father,suspect,bomber,spymaster	insurgent,jockey,stylist,loser,extremist,foe,lady
Kurt Cobain	ambassador,coach,helper,photographer,listener,manager,supporter	guitarist,foreigner,bouncer,critic,speaker,student,vocalist
Kurt Vonnegut	caller,nationalist,artist,writer,historian,journalist,abolitionist	propagandist,mystery_writer,novelist,speechwriter,screenwriter,satirist
Lance Armstrong	tyrant,knight,villain,composer,marketer,substitute,victor	translator,artist,gentleman,colonizer,captive,lady,husband
Lara Croft	giant,liar,doctor,photographer,wizard,damsel,interpreter	ghost,goddess,target,tour_guide,adult,oracle,guide
Larry David	hit_man,giant,con_man,celebrity,fan,buyer,lady	vet,manipulator,censor,pupil,mother,oracle,vocalist
Larry Flynt	hero,con_man,doctor,sage,actor,commoner,aristocrat	exporter,competitor,builder,applicant,shareholder,student,speaker
Larry King	gatekeeper,coach,believer,aristocrat,manager,underwriter,golfer	singer,jockey,publicist,interviewee,demonstrator,screenwriter,casualty
Lee Harvey Oswald	terrorist,monster,foe,follower,admirer,tormentor,supporter	customer,lackey,mother,travel_agent,priest,traitor,child
Gordon Gekko	medium,target,brown_nose,tour_guide,source,host,guide	monster,client,master,fashion_model,model,role_model,teacher
Lee Marvin	con_man,expert,visitor,seller,manager,supporter,opponent	emissary,prostitute,companion,chief,prisoner,assassin,explorer
Leni Riefenstahl	enemy,prophet,killer,seller,dupe,source,propagandist	gatekeeper,parliamentarian,client,mother,professional,model,aspirant
Lenny Bruce	liberal,expert,con_man,god,writer,mystery_writer,nurse	customer,wife,prophet,celebrity,pupil,capitalist,evil_genius
Leo Tolstoy	caller,nationalist,artist,writer,historian,journalist,abolitionist	propagandist,mystery_writer,novelist,speechwriter,screenwriter,satirist
Lex Luthor	enemy,heretic,con_man,hit_man,outlaw,victim,pirate	designer,patron,double,athlete,believer,mentor,baby
Lindsay Lohan	king,candidate,actress,employer,lawyer,footballer,supporter	fashion_designer,blogger,winner,pupil,saint,nerd,boyfriend
Linus Torvalds	servant,settler,predator,lion,snake,demonstrator,mistress	cop,translator,failure,pupil,oracle,porter,prostitute
Lisa Simpson	passenger,juvenile,coach,beginner,infant,mystery_writer,student	double,recruit,assailant,mother,professional,senior,inferior
Lois Lane	theologian,publicist,interviewee,believer,comedian,interrogator,spymaster	fighter,wife,tour_guide,mercenary,pupil,oracle,minister
Lord Byron	patient,applicant,thief,pupil,demonstrator,wholesaler,witness	fighter,target,waiter,regulator,client,star,hotelier
Lou Reed	devotee,theorist,coach,slave_owner,father,manager,woman	ghost,exporter,fighter,mercenary,pupil,oracle,minister
Louis Armstrong	liar,pope,pawn,knight,queen,aristocrat,footballer	client,chief,broadcaster,fan,representative,capitalist,senior
Luciano Pavarotti	doctor,researcher,advocate,actress,lawyer,wife,peer	soldier,priest,comedian,mentor,mother,entertainer,bard
Ludwig Van Beethoven	con_man,doctor,visitor,sage,actress,manager,freedom_fighter	travel_agent,client,pupil,mother,oracle,professional,model
Luis Suarez	brown_nose,sucker,martyr,pursuer	
Luke Skywalker	fashion_designer,Catholic,infant,con_man,visitor,queen,mom	diplomat,emissary,crooked_cop,double_agent,commander,travel_agent,assassin
Niccolò Machiavelli		
Madonna	seducer,con_man,sage,commoner,tyrant,aristocrat,deity	wife,author,tour_guide,chef,client,professional,model
Mae West	woman,player,guard,dancer,girl,nurse,friend	customer,wife,celebrity,soldier,client,model,husband
Mahatma Gandhi	coach,liar,con_man,manager,freedom_fighter,demonstrator,buyer	ombudsman,constable,appeaser,professional,senior,rescuer,novelist
Norma Desmond	Catholic,liar,con_man,visitor,queen,victim,aristocrat	chief,client,chronicler,mother,professional,model,sinner
Mao Tse-tung		
Marcel Duchamp	lender,confidante,retailer,seller,spokesman,swain,editor	designer,monster,artist,socialist,source,reader,chemist
Marco Pierre White	wizard,recruit,butcher,bitch,footballer,nerd,nanny	appellant,examiner,recruiter,beneficiary,boxer,lender,chemist
Marco Polo	Catholic,liar,con_man,visitor,colonist,victim,aristocrat	realtor,renter,expert,builder,litigator,scammer,capitalist
Margaret Thatcher	gatekeeper,coach,devotee,aristocrat,manager,baby,golfer	infidel,actress,mercenary,villain,pupil,oracle,minister
Marge Simpson		
Mariah Carey	liar,bully,footballer,heir,master,fashion_model,role_model	medium,vendor,reporter,winner,tour_guide,pupil,saint
Marilyn Monroe	bully,adolescent,actress,school_kid,master,fashion_model,footballer	goddess,target,tour_guide,speaker,adult,oracle,guide
Mark Twain	Catholic,infant,queen,giant,traitor,tyrant,caregiver	detective,hero,explorer,god,socialist,mentor,oppressor
Marlene Dietrich	Catholic,liar,con_man,visitor,queen,victim,aristocrat	ghost,guitarist,foreigner,bouncer,peasant,mystery_writer,vocalist
Marlon Brando	knight,believer,employer,manager,tyrant,rival,supporter	wife,preacher,client,capitalist,mother,professional,model
Martha Stewart	expert,reporter,lobbyist,activist,shareholder,bitch,navigator	boy,juvenile,target,goddess,sibling,oracle,deity
Martin Luther King	kidnapper,votary,goon,evacuee,parasite,foe,persecutor	recruiter,luminary,beneficiary,boxer,banker,junior,chemist
Mata Hari	detective,cop,coach,con_man,doctor,homeowner,underwriter	competitor,beauty,athlete,player,speaker,model,friend
Matt Drudge	liar,pope,knight,villain,chef,lion,surgeon	nationalist,propagandist,abolitionist,novelist,speechwriter,screenwriter,satirist
Megan Fox		
Mel Brooks	Catholic,liar,stylist,pope,aristocrat,scoundrel,pirate	realtor,choreographer,applicant,curator,actress,senior,screenwriter
Mel Gibson	terrorist,liberal,knight,believer,villain,tyrant,bishop	medium,patient,choreographer,curator,actress,farmer,screenwriter
Meryl Streep	outsider,con_man,visitor,candidate,seller,manager,supporter	ghost,goddess,convert,tour_guide,adult,oracle,guide
Mad Max Rockatansky		
Michael Bay	advertiser,coach,con_man,visitor,actress,manager,accompanist	builder,applicant,travel_agent,client,mother,professional,model
Michael Corleone	detective,Catholic,coach,con_man,ambassador,consul,queen	client,pupil,capitalist,detainee,professional,senior,warlord
Michael Jackson	infant,predator,newborn,traitor,fiend,communist,groupie	recruiter,luminary,beneficiary,minister,spouse,junior,chemist
Michael Jordan	composer,knight,historian,employer,manager,tyrant,president	star,recruiter,luminary,banker,junior,chemist,manufacturer
Michael Moore	hit_man,decision_maker,reporter,father,fan,lawyer,nurse	monster,groom,captive,intern,bull,watchdog,speechwriter
Michael O'Leary	coach,doctor,visitor,consul,sage,manager,aristocrat	author,tour_guide,travel_agent,pupil,professional,model,minister
Michael Phelps	candidate,con_man,visitor,colonist,demonstrator,judge,supporter	star,brown_nose,pupil,capitalist,mother,professional,model
Michelangelo	giant,con_man,commoner,tyrant,aristocrat,deity,prince	beauty,prophet,witch,saint,mother,princess,friend
Michelle Obama	ghost,king,con_man,hit_man,advertiser,mother,friend	wife,applicant,driver,client,shareholder,model,spouse
Mick Jagger	content_provider,rival,slave_owner,winner,suspect,tyrant,knight	vet,manipulator,wife,censor,client,artisan,pupil
Mickey Mouse	hit_man,guest,con_man,writer,father,invalid,husband	fighter,rescuer,builder,constable,chief,detainee,warlord
Mike Tyson	liberator,coach,liar,con_man,researcher,necromancer,colonist	author,controller,double_agent,villain,tour_guide,travel_agent,guide
Miles Davis	fashion_designer,ambassador,coach,con_man,doctor,visitor,counsellor	passenger,foreigner,pupil,detainee,oracle,defendant,native
Miss Jane Marple	Catholic,infant,guest,con_man,doctor,visitor,queen	adviser,blackmailer,supervisor,author,diplomat,litigator,mystery_writer
Moses	dad,guest,servant,rapper,manager,accompanist,groupie	candidate,wife,colonist,tour_guide,speaker,editor,victim
Mother Teresa	infant,vegetarian,heir,goddess,believer,newborn,widow	bishop,acolyte,companion,nun,priest,president,disciple
Muhammad Ali	trainer,boy,hero,double_agent,believer,villain,sitter	goddess,respondent,target,gentleman,colonizer,captive,oracle
Benito Mussolini	hit_man,pope,father,commoner,aristocrat,baby,lord	ghost,fighter,tour_guide,mercenary,pupil,oracle,spouse
Adolf Hitler	predator,beast,soldier,villain,traitor,golfer,supporter	warlord,parasite,minister,capitalist,professional,model,mastermind
Napoleon Bonaparte	Catholic,convert,demon,believer,liberal	
Ned Flanders	enemy,bodyguard,tourist,house_guest,workmate,rival,sibling	guest,miracle_worker,witch,landlord,schoolmate,leader,husband
Neil Armstrong	detective,woman,radical,benefactor,depositor,iconoclast,dictator	fighter,invalid,adult,detainee,prisoner,pupil,sinner
Nelson Mandela	god,settler,predator,militant,rebel,assassin,intruder	liberal,champion,gang_member,advocate,subscriber,communist,supporter
Neville Chamberlain	ambassador,pope,plenipotentiary,prophet,pastor,priest,savior	ruler,bishop,saint
Newt Gingrich	attorney,coach,investigator,employer,lawyer,interpreter,marketer	lecturer,singer,assistant,tour_guide,actor,travel_agent,evaluator
Nigella Lawson	coach,doctor,visitor,consul,sage,manager,aristocrat	diner,waiter,butcher,guard,minister,professional,model
Nikola Tesla	Catholic,giant,liar,pope,queen,aristocrat,scoundrel	explorer,colonizer,travel_agent,peasant,capitalist,farmer,native
Noah	trainer,hero,spokesperson,photographer,retailer,sitter,demonstrator	nationalist,caller,abolitionist,novelist,satirist,screenwriter,speechwriter
Noam Chomsky	coach,consul,loser,broadcaster,traveler,climber,porter	medium,liberal,terrorist,school_kid,student,snob,boyfriend
Noël Coward	Catholic,liar,pope,queen,aristocrat,criminal,scoundrel	drug_dealer,client,mother,oracle,professional,model,marketer
Norman Rockwell	advertiser,coach,con_man,visitor,actress,manager,accompanist	builder,applicant,travel_agent,client,mother,professional,model
Nostradamus		
Obi-wan Kenobi	expert	
Mr. Miyagi		
Oprah Winfrey	Catholic,stylist,prophet,colonist,aristocrat,surgeon,criminal	medium,tour_guide,failure,mimic,model,role_model,guide
Orson Welles	infant,candidate,housewife,employer,babysitter,traitor,caregiver	ambassador,singer,house_guest,author,tour_guide,travel_agent,evaluator
Wilbur Wright	devotee,theorist,voter,father,manager,child,golfer	custodian,luminary,bailiff,appellant,landlord,functionary,chemist
Orville Wright	seducer,con_man,sage,commoner,tyrant,aristocrat,deity	wife,author,tour_guide,chef,client,professional,model
Oscar Wilde	con_man,doctor,visitor,sage,believer,speaker,mentor	target,expert,author,translator,mystery_writer,model,role_model
Ozzy Osbourne	helper,assistant,wizard,character,employer,demonstrator,lord	diviner,guard,freedom_fighter,witch,bard,groupie,evil_genius
P. T. Barnum		
Pablo Picasso	gatekeeper,vet,aristocrat,puppet,bull,underwriter,golfer	medium,star,wife,guitarist,failure,fashion_model,dealer
Pac Man	hit_man,shipper,reporter,celebrity,wizard,baby,nurse	attorney,lessee,historian,beneficiary,experimenter,borrower,evil_genius
Niccolò Paganini		
Pamela Anderson	customer,boy,performer,writer,lawyer,baby,defendant	goddess,medium,winner,tour_guide,oracle,guide,pilot
Paris Hilton	liar,patron,survivor,celebrity,composer,groupie,defendant	ghost,medium,tour_guide,source,speaker,oracle,guide
Patch Adams	competitor,patron,con_man,researcher,authority,player,witness	barrister,athlete,regulator,journalist,model,role_model,celebrity
Paul McCartney	devotee,theorist,decision_maker,publisher,slave_owner,car_dealer,vegetarian	boy,medium,tour_guide,source,oracle,guide,pilot
Perry Mason	detective,fashion_designer,coach,con_man,doctor,visitor,pastor	bureaucrat,punter,student,mother,professional,model,prostitute
Pete Sampras	underdog,winner,employer,source,teenager,oppressor,supporter	fighter,tour_guide,chief,client,student,president,professional
Peter Griffin	seducer,con_man,sage,commoner,tyrant,aristocrat,deity	wife,author,tour_guide,chef,client,professional,model
Peter Jackson	liar,pope,pawn,vegetarian,beginner,villain,monkey	attorney,respondent,content_provider,recruiter,boxer,banker,chemist
Brian Griffin	liar,bully,wizard,heir,commoner,bull,footballer	diner,policyholder,appellant,receptionist,borrower,mariner,rescuer
Peter Pan	giant,liar,pope,doctor,visitor,winner,photographer	convert,groom,target,wizard,tour_guide,serf,guide
Peter Parker	rival,killer,gentleman,invalid,newborn,sacred_cow,dove	demon,vocalist,scammer,comedian,admirer,entertainer,screenwriter
Plato	giant,candidate,character,actress,employer,traitor,supporter	cop,bodyguard,housekeeper,crooked_cop,demon,oracle,prostitute
Adrian Monk	parent,hit_man,medium,patient,monster,con_man,witch_doctor	ghost,chess_player,adolescent,teenager,mother,star,spin_doctor
Pontius Pilate	gang_lord,sacred_cow,witch,admirer,lord,girl	
Pope Benedict XVI		
Pope Francis	gatekeeper,debtor,minion,vassal,negotiator,aristocrat,missionary	slave,proposer,priest,renter,spiritualist,navigator,pirate
Quentin Tarantino	expert,reporter,lobbyist,activist,shareholder,bitch,navigator	trafficker,exporter,patient,insurer,guitarist,retailer,manufacturer
Ralph Nader	navigator,bride,dentist,artisan,mistress,hooker,apprentice	populist,secularist,despot,snob,emperor,scoundrel,journalist
Grigori Rasputin	executioner,spy,chess_player,pontiff,con_man,passenger,miracle_worker	detective,socialist,defendant,mother,torturer,daddy,husband
Ray Kroc	advertiser,coach,con_man,doctor,visitor,manager,wholesaler	realtor,mercenary,chief,priest,mother,senior,prostitute
Raymond Chandler	advertiser,nationalist,caller,propagandist,abolitionist,speechwriter,satirist	builder,applicant,travel_agent,client,mother,professional,model
Richard Branson	underdog,explorer,winner,employer,supporter,operative,inventor	realtor,offender,tour_guide,banker,senior,dealer,prostitute
Richard Dawkins	coach,visitor,consul,sage,aristocrat,manager,judge	hit_man,examiner,brown_nose,atheist,secularist,inspector,explorer
Richard Nixon	con_man,visitor,colonist,victim,buyer,scoundrel,defendant	rescuer,constable,litigator,chief,detainee,senior,warlord
Richie Rich	chef,groom,guru,beginner,homeowner	
Ricky Martin	Catholic,liar,con_man,queen,victim,aristocrat,supporter	ghost,patient,character,bouncer,serf,vendor,vocalist
Ridley Scott	advertiser,coach,con_man,doctor,visitor,guitarist,actress	applicant,travel_agent,client,pupil,mother,professional,senior
Ringo Starr	friend	
Robbie Williams	liberal,knight,employer,sponsor,tyrant,rival,serial_killer	builder,constable,chief,capitalist,shaman,professional,model
Robert De Niro	Catholic,liar,con_man,visitor,queen,victim,aristocrat	chief,client,chronicler,mother,professional,model,sinner
Robert Redford	ambassador,coach,sheriff,counsellor,seller,manager,principal	choreographer,curator,actress,staffer,trainee,screenwriter,anthropologist
Robin Hood	liar,con_man,visitor,damsel,mercenary,suitor,bull	boy,target,author,serf,intern,columnist,pupil
Robin Williams	giant,liar,monster,pope,beast,attacker,puppet	jockey,liberal,terrorist,vocalist,confessor,bishop,opponent
Robinson Crusoe	advertiser,miracle_worker,visitor,authority,intern,sponsor,girl	gang_member,groom,tour_guide,serf,columnist,pupil,guide
Rocky Balboa	liberator,coach,liar,con_man,necromancer,colonist,judge	beauty,iconoclast,mother,functionary,model,warlord,sinner
Roger Federer	bully,adolescent,heir,actress,school_kid,fashion_model,footballer	ghost,target,tour_guide,speaker,oracle,guide,pilot
Ron Weasley	outsider,expert,subscriber,player,hoodlum,bitch,navigator	infidel,actress,nun,villain,babysitter,activist,friend
Rudy Giuliani	con_man,artist,celebrity,character,invalid,sacred_cow,citizen	neoconservative,atheist,speaker,banker,student,professional,minister
Rupert Murdoch	duke,pawn,beauty,despot,pope,emperor,mistress	insurer,recruiter,luminary,boxer,banker,junior,chemist
Rush Limbaugh	rival,celebrity,invalid,newborn,sacred_cow,composer,peer	singer,tour_guide,client,biographer,professional,evaluator,screenwriter
Russell Crowe	infant,liar,con_man,visitor,queen,manager,chess_player	recruiter,dissident,drug_dealer,abuser,evaluator,dealer,prostitute
Salman Rushdie	nationalist,writer,believer,speaker,abolitionist,novelist,mentor	enemy,heretic,socialist,quisling,mercenary,secularist,bitch
Salvador Dali	gatekeeper,coach,chef,aristocrat,puppet,bull,underwriter	monster,player,socialist,artist,historian,source,chemist
Sam Spade	attorney,coach,supervisor,blogger,luminary,retailer,medium	blackmailer,designer,author,investigator,litigator,attacker,speechwriter
Philip Marlowe	passenger,spy,researcher,foreigner,double_agent,player,entrepreneur	adviser,blackmailer,designer,author,litigator,attacker,speechwriter
Samson	underdog,employer,source,teenager,oppressor,vendor,supporter	wife,guru,tour_guide,client,pupil,professional,model
Samuel Johnson	trainer,fashion_designer,coach,chess_player,believer,mentor,commentator	drug_dealer,columnist,professional,model,role_model,guide,sinner
Samuel Pepys	advertiser,chess_player,visitor,manager,demonstrator,judge,caregiver	patient,athlete,critic,farmer,nurse,witness,manufacturer
Santa Claus	boy,pawn,villain,fan,adult,baby,defendant	groom,intern,authority,jester,host,pupil,tour_guide
Sarah Palin	Catholic,giant,liar,doctor,queen,aristocrat,supporter	lecturer,evangelist,guru,travel_agent,comedian,mystery_writer,evaluator
Savonarola		
Scipio Africanus		
Sean Connery	Catholic,liar,con_man,visitor,queen,victim,aristocrat	chief,client,chronicler,mother,professional,model,sinner
Seth MacFarlane	applicant,advocate,authority,prodigy,dancer,editor,saint	teacher
Sherlock Holmes	hit_man,con_man,artist,writer,character,mom,citizen	king,luminary,driver,player,guard,saint,scoundrel
Shirley Temple	Catholic,liar,con_man,visitor,queen,victim,aristocrat	chief,client,chronicler,mother,professional,model,sinner
Sid Vicious	Catholic,infant,guest,con_man,visitor,queen,mom	jockey,pawn,guitarist,storyteller,plastic_surgeon,troublemaker,cheater
Sigmund Freud	candidate,visitor,writer,employer,source,manager,caregiver	witch_doctor,woman,doctor,medic,father,model,spin_doctor
Simon Cowell	Catholic,liar,knight,villain,surgeon,mistress,native	parliamentarian,nominee,publicist,foreigner,censor,boxer,demonstrator
Sheldon Cooper	chauffeur,diner,elector,salesperson,receptionist,wholesaler,dispatcher	insurer,spokesperson,custodian,luminary,bailiff,appellant,chemist
Leonard Hofstadter	ambassador,pope,publicist,bishop,saint,crime_boss,prince	publisher,spokesperson,prophet,advocate,chronicler,judge,anthropologist
Spongebob Squarepants		
Stan Lee	publisher,teacher,preacher,initiate,manager,lawyer,marketer	hirer,nominee,rapper,publicist,wholesaler,salesman,inventor
Squidward Tentacles	patient,monkey,beauty,wife,artist,player,bride	star,reader,baby,girl,lady,model,friend
Stephen Colbert	trainer,guru,civilian,interviewer,footballer,nerd,flak	applicant,litigator,chief,pupil,mourner,rescuer,minister
Stephen Hawking	detective,fashion_designer,coach,monster,doctor,socialist,pastor	broadcaster,pupil,capitalist,mother,professional,senior,representative
Mr. Krabs		
Steve Ballmer	nursemaid,retailer,spokesman,swain,tormentor,gaoler,dominatrix	ombudsman,constable,detainee,prisoner,evaluator,rescuer,senior
Steve Jobs	customer,knight,villain,believer,manager,mentor,composer	advertiser,attorney,beneficiary,shareholder,borrower,depositor,policyholder
Steve Martin	liar,pope,knight,sacred_cow,lion,surgeon,casualty	jockey,star,groom,actor,medium,pupil,fashion_model
Steven Spielberg	gatekeeper,coach,devotee,aristocrat,manager,baby,golfer	trafficker,singer,predator,chef,importer,wholesaler,pirate
Stewie Griffin	applicant,advocate,authority,prodigy,dancer,editor,saint	teacher
Sun Tzu	coach,visitor,consul,sage,actress,manager,judge	advertiser,examiner,brown_nose,atheist,content_provider,inspector,eyewitness
Svengali		
Sylvester Stallone	Catholic,liar,pope,doctor,queen,aristocrat,supporter	builder,applicant,travel_agent,client,mother,professional,senior
John Rambo	spy,guest,beauty,publisher,boy,wholesaler,lady	driver,school_kid,adult,baby,president,model,widow
Tarzan		
Theodore Roosevelt	con_man,writer,father,drug_dealer,sacred_cow,mom,citizen	constable,litigator,chief,pupil,professional,warlord,minister
Thomas Edison	lender,confidante,retailer,seller,spokesman,swain,editor	artist,athlete,promoter,client,architect,professional,builder
Thomas Pynchon	caller,nationalist,artist,writer,historian,journalist,abolitionist	propagandist,mystery_writer,novelist,speechwriter,screenwriter,satirist
Tiger Woods	gatekeeper,coach,devotee,aristocrat,manager,underwriter,golfer	singer,rapper,actress,comedian,bard,saint,evil_genius
